Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00996594,32838
2,0.066,0.0166643,29792
3,0.099,0.0219054,26746
4,0.132,0.0262869,24179
5,0.165,0.0302343,21901
6,0.198,0.0336506,19857
7,0.231,0.0365806,18018
8,0.264,0.0392194,16330
9,0.297,0.0413435,14796
10,0.33,0.0432776,13379
11,0.363,0.0450439,12068
12,0.396,0.0468617,10855
13,0.429,0.048149,9703
14,0.462,0.0497772,8639
15,0.495,0.0514802,7625
16,0.528,0.0535781,6677
17,0.561,0.0557574,5781
18,0.594,0.0575601,4928
19,0.627,0.0583858,4116
20,0.66,0.058986,3347
21,0.693,0.0604174,2616
22,0.726,0.0608347,1908
23,0.759,0.0614326,1238
24,0.792,0.0596491,603
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
