Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00965084,32896
2,0.066,0.0156221,29712
3,0.099,0.0200582,26528
4,0.132,0.0238806,23845
5,0.165,0.0267774,21491
6,0.198,0.0293384,19407
7,0.231,0.0313635,17522
8,0.264,0.0332075,15834
9,0.297,0.0345693,14304
10,0.33,0.0356583,12923
11,0.363,0.0364411,11646
12,0.396,0.0368435,10462
13,0.429,0.0369605,9361
14,0.462,0.037076,8327
15,0.495,0.0367817,7346
16,0.528,0.0367453,6433
17,0.561,0.0371258,5561
18,0.594,0.0374088,4727
19,0.627,0.0380436,3950
20,0.66,0.0380085,3206
21,0.693,0.0386858,2499
22,0.726,0.0389587,1826
23,0.759,0.0380357,1180
24,0.792,0.0372434,568
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
