Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0089745,27714
2,0.066,0.0151389,25171
3,0.099,0.0200381,22628
4,0.132,0.0240156,20482
5,0.165,0.0274283,18598
6,0.198,0.0306438,16907
7,0.231,0.0336901,15378
8,0.264,0.0364006,13974
9,0.297,0.0388801,12675
10,0.33,0.041164,11459
11,0.363,0.0430931,10337
12,0.396,0.0449539,9288
13,0.429,0.0465872,8305
14,0.462,0.0487635,7372
15,0.495,0.0506886,6506
16,0.528,0.0525534,5691
17,0.561,0.054119,4913
18,0.594,0.0549389,4175
19,0.627,0.0557456,3482
20,0.66,0.0559865,2827
21,0.693,0.0586062,2212
22,0.726,0.0588933,1616
23,0.759,0.0595885,1054
24,0.792,0.0587651,515
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
