Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0218498,29920
2,0.066,0.04198,26309
3,0.099,0.0608485,22698
4,0.132,0.0793373,19700
5,0.165,0.0970864,17149
6,0.198,0.114077,14945
7,0.231,0.130078,13018
8,0.264,0.145122,11343
9,0.297,0.159285,9880
10,0.33,0.172801,8577
11,0.363,0.18534,7421
12,0.396,0.196987,6377
13,0.429,0.208493,5464
14,0.462,0.218685,4646
15,0.495,0.229575,3919
16,0.528,0.241314,3274
17,0.561,0.252701,2700
18,0.594,0.265377,2204
19,0.627,0.27895,1754
20,0.66,0.295564,1359
21,0.693,0.307143,1020
22,0.726,0.321574,726
23,0.759,0.326417,462
24,0.792,0.321111,216
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
