Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0105508,34486
2,0.066,0.0175731,31205
3,0.099,0.0230978,27924
4,0.132,0.0278309,25169
5,0.165,0.0319902,22795
6,0.198,0.0357312,20676
7,0.231,0.0392377,18741
8,0.264,0.0424759,16986
9,0.297,0.0455484,15381
10,0.33,0.0479839,13902
11,0.363,0.0501864,12523
12,0.396,0.0520817,11245
13,0.429,0.0541328,10050
14,0.462,0.0559667,8930
15,0.495,0.0571899,7861
16,0.528,0.0578949,6852
17,0.561,0.058596,5916
18,0.594,0.059545,5040
19,0.627,0.0605849,4204
20,0.66,0.0608755,3410
21,0.693,0.0609761,2663
22,0.726,0.0602575,1958
23,0.759,0.0595348,1278
24,0.792,0.0583569,623
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
