Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0104371,51002
2,0.066,0.017073,46164
3,0.099,0.0218121,41326
4,0.132,0.0256769,37223
5,0.165,0.0290889,33651
6,0.198,0.0321305,30474
7,0.231,0.0347927,27605
8,0.264,0.0373351,24990
9,0.297,0.0395896,22564
10,0.33,0.0413807,20346
11,0.363,0.0428743,18287
12,0.396,0.0442597,16387
13,0.429,0.0459039,14626
14,0.462,0.04751,12987
15,0.495,0.0483823,11432
16,0.528,0.0499109,9995
17,0.561,0.0514658,8634
18,0.594,0.0521483,7343
19,0.627,0.0532271,6119
20,0.66,0.0546953,4960
21,0.693,0.0552798,3869
22,0.726,0.0561313,2828
23,0.759,0.0546865,1837
24,0.792,0.052183,899
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
