Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0249749,37658
2,0.066,0.046181,32628
3,0.099,0.0645546,27598
4,0.132,0.0809417,23538
5,0.165,0.0958433,20138
6,0.198,0.109516,17292
7,0.231,0.122655,14872
8,0.264,0.134756,12770
9,0.297,0.146312,10955
10,0.33,0.157912,9372
11,0.363,0.169366,7979
12,0.396,0.180937,6763
13,0.429,0.191431,5697
14,0.462,0.201935,4787
15,0.495,0.214143,4002
16,0.528,0.225512,3303
17,0.561,0.237617,2697
18,0.594,0.249509,2173
19,0.627,0.260525,1721
20,0.66,0.271441,1324
21,0.693,0.283375,980
22,0.726,0.292195,684
23,0.759,0.301378,418
24,0.792,0.308624,196
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
