Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0290898,62727
2,0.066,0.0535959,54047
3,0.099,0.0750976,45367
4,0.132,0.0952545,38334
5,0.165,0.11397,32502
6,0.198,0.132163,27593
7,0.231,0.149828,23460
8,0.264,0.167177,19933
9,0.297,0.184309,16908
10,0.33,0.200511,14289
11,0.363,0.21383,12052
12,0.396,0.225342,10119
13,0.429,0.236959,8469
14,0.462,0.250439,7049
15,0.495,0.263187,5852
16,0.528,0.275413,4816
17,0.561,0.28573,3894
18,0.594,0.293191,3099
19,0.627,0.300236,2414
20,0.66,0.309467,1836
21,0.693,0.31505,1338
22,0.726,0.324986,915
23,0.759,0.330419,554
24,0.792,0.345094,256
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
