Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.010043,31332
2,0.066,0.0175266,28332
3,0.099,0.0235214,25332
4,0.132,0.0284955,22813
5,0.165,0.0331859,20624
6,0.198,0.0372518,18683
7,0.231,0.0404862,16913
8,0.264,0.0439851,15312
9,0.297,0.0472443,13846
10,0.33,0.0502059,12489
11,0.363,0.0534449,11239
12,0.396,0.0563235,10088
13,0.429,0.0588067,9015
14,0.462,0.0605168,7994
15,0.495,0.0622129,7032
16,0.528,0.0638535,6128
17,0.561,0.0656219,5276
18,0.594,0.0668428,4464
19,0.627,0.0684701,3711
20,0.66,0.0693707,3007
21,0.693,0.0691769,2335
22,0.726,0.0699874,1706
23,0.759,0.0703909,1111
24,0.792,0.0731336,545
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
