Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0262404,36655
2,0.066,0.0502593,31661
3,0.099,0.0716146,26667
4,0.132,0.0913335,22616
5,0.165,0.10904,19247
6,0.198,0.124934,16406
7,0.231,0.139964,14004
8,0.264,0.154435,11951
9,0.297,0.169274,10223
10,0.33,0.182947,8735
11,0.363,0.194409,7438
12,0.396,0.204562,6304
13,0.429,0.214694,5336
14,0.462,0.224836,4505
15,0.495,0.233276,3770
16,0.528,0.239132,3127
17,0.561,0.246829,2561
18,0.594,0.253005,2075
19,0.627,0.258877,1648
20,0.66,0.258825,1271
21,0.693,0.256914,947
22,0.726,0.25301,660
23,0.759,0.256027,409
24,0.792,0.255565,193
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
