Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0225628,28265
2,0.066,0.0430343,24634
3,0.099,0.0610479,21003
4,0.132,0.0780489,17988
5,0.165,0.0944899,15428
6,0.198,0.110854,13247
7,0.231,0.125751,11386
8,0.264,0.139456,9801
9,0.297,0.154429,8407
10,0.33,0.169434,7208
11,0.363,0.183198,6165
12,0.396,0.196269,5253
13,0.429,0.208939,4456
14,0.462,0.218086,3765
15,0.495,0.227665,3159
16,0.528,0.237415,2637
17,0.561,0.246494,2166
18,0.594,0.256094,1762
19,0.627,0.264754,1403
20,0.66,0.268223,1088
21,0.693,0.272489,815
22,0.726,0.275283,570
23,0.759,0.271205,352
24,0.792,0.260413,163
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
