Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0110615,37292
2,0.066,0.019473,33642
3,0.099,0.0260638,29992
4,0.132,0.0315087,26933
5,0.165,0.0362076,24273
6,0.198,0.0402812,21922
7,0.231,0.0439133,19798
8,0.264,0.0474204,17878
9,0.297,0.0503855,16143
10,0.33,0.053453,14547
11,0.363,0.0563175,13055
12,0.396,0.0584969,11672
13,0.429,0.0606463,10392
14,0.462,0.0618191,9183
15,0.495,0.0631488,8063
16,0.528,0.0645191,7017
17,0.561,0.0659318,6037
18,0.594,0.067558,5109
19,0.627,0.069477,4244
20,0.66,0.0709713,3429
21,0.693,0.0719366,2652
22,0.726,0.0736584,1926
23,0.759,0.0762537,1251
24,0.792,0.0787312,612
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
