Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0131008,44488
2,0.066,0.0229698,39943
3,0.099,0.0309969,35398
4,0.132,0.0378997,31594
5,0.165,0.0436072,28308
6,0.198,0.0486354,25408
7,0.231,0.0531574,22815
8,0.264,0.0568343,20483
9,0.297,0.0597782,18394
10,0.33,0.0623526,16483
11,0.363,0.0647487,14750
12,0.396,0.0668576,13157
13,0.429,0.0688932,11686
14,0.462,0.0703,10323
15,0.495,0.0720124,9054
16,0.528,0.0736584,7863
17,0.561,0.0754621,6763
18,0.594,0.0776099,5725
19,0.627,0.0793964,4746
20,0.66,0.0795104,3821
21,0.693,0.0781856,2951
22,0.726,0.0743201,2130
23,0.759,0.0745602,1381
24,0.792,0.0751226,673
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
