Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00972748,38596
2,0.066,0.0162053,34950
3,0.099,0.0211113,31304
4,0.132,0.0250856,28251
5,0.165,0.028329,25559
6,0.198,0.0312533,23178
7,0.231,0.0336999,21052
8,0.264,0.0360506,19121
9,0.297,0.0382364,17337
10,0.33,0.0403517,15694
11,0.363,0.0422471,14165
12,0.396,0.0438433,12743
13,0.429,0.0455048,11406
14,0.462,0.0467348,10148
15,0.495,0.0475437,8966
16,0.528,0.0476351,7848
17,0.561,0.0481133,6787
18,0.594,0.0482982,5785
19,0.627,0.0488546,4837
20,0.66,0.0489222,3921
21,0.693,0.0496351,3056
22,0.726,0.0505892,2241
23,0.759,0.0508466,1465
24,0.792,0.0533644,718
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
