Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0103166,32524
2,0.066,0.0186939,29412
3,0.099,0.0255758,26300
4,0.132,0.0315964,23666
5,0.165,0.0370026,21381
6,0.198,0.0417703,19330
7,0.231,0.0461974,17497
8,0.264,0.0499814,15820
9,0.297,0.0537969,14302
10,0.33,0.0570657,12886
11,0.363,0.0596114,11589
12,0.396,0.0613692,10381
13,0.429,0.0631719,9260
14,0.462,0.064232,8216
15,0.495,0.0656252,7241
16,0.528,0.0672603,6328
17,0.561,0.0696067,5471
18,0.594,0.0728881,4667
19,0.627,0.0766896,3903
20,0.66,0.0790566,3168
21,0.693,0.0805527,2469
22,0.726,0.0828451,1806
23,0.759,0.0838309,1171
24,0.792,0.0852598,572
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
