Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00951622,43530
2,0.066,0.0150033,39395
3,0.099,0.018966,35260
4,0.132,0.022136,31758
5,0.165,0.0248555,28723
6,0.198,0.0271729,26042
7,0.231,0.0289861,23626
8,0.264,0.030362,21430
9,0.297,0.0311965,19424
10,0.33,0.0318067,17562
11,0.363,0.0320524,15835
12,0.396,0.0320855,14230
13,0.429,0.0318299,12739
14,0.462,0.0315343,11340
15,0.495,0.0313548,10035
16,0.528,0.030782,8802
17,0.561,0.0304357,7636
18,0.594,0.0302042,6532
19,0.627,0.0303231,5478
20,0.66,0.0303935,4464
21,0.693,0.0309169,3492
22,0.726,0.0317296,2558
23,0.759,0.0324999,1659
24,0.792,0.0329314,813
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
