Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0132509,55588
2,0.066,0.0219882,49942
3,0.099,0.0284804,44296
4,0.132,0.033258,39558
5,0.165,0.0369193,35487
6,0.198,0.0404567,31914
7,0.231,0.0436093,28734
8,0.264,0.0465818,25855
9,0.297,0.0488886,23224
10,0.33,0.0506983,20849
11,0.363,0.0522492,18681
12,0.396,0.0536246,16692
13,0.429,0.0549998,14842
14,0.462,0.0558504,13130
15,0.495,0.0565649,11528
16,0.528,0.0575051,10024
17,0.561,0.0578542,8616
18,0.594,0.0580997,7302
19,0.627,0.0581531,6067
20,0.66,0.0586696,4916
21,0.693,0.0601565,3834
22,0.726,0.0607109,2801
23,0.759,0.0606248,1818
24,0.792,0.0613514,885
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
