Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0102374,37504
2,0.066,0.0167819,34045
3,0.099,0.0213192,30586
4,0.132,0.0251388,27684
5,0.165,0.0287007,25149
6,0.198,0.031976,22858
7,0.231,0.0347692,20775
8,0.264,0.0370901,18861
9,0.297,0.0390815,17113
10,0.33,0.0407984,15488
11,0.363,0.042255,13985
12,0.396,0.043879,12577
13,0.429,0.0450589,11241
14,0.462,0.046074,9997
15,0.495,0.0465385,8842
16,0.528,0.0470757,7743
17,0.561,0.0475545,6705
18,0.594,0.048837,5727
19,0.627,0.0499285,4789
20,0.66,0.0513295,3889
21,0.693,0.0524392,3042
22,0.726,0.0522542,2232
23,0.759,0.0521833,1460
24,0.792,0.0524274,716
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
