Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00829025,17983
2,0.066,0.0147387,16384
3,0.099,0.0202805,14785
4,0.132,0.025188,13397
5,0.165,0.029641,12176
6,0.198,0.0337513,11061
7,0.231,0.037967,10038
8,0.264,0.0415512,9075
9,0.297,0.0449415,8194
10,0.33,0.0481183,7386
11,0.363,0.0514327,6639
12,0.396,0.05427,5953
13,0.429,0.0576305,5301
14,0.462,0.0603724,4700
15,0.495,0.0629216,4137
16,0.528,0.0646587,3609
17,0.561,0.0665528,3121
18,0.594,0.0684916,2661
19,0.627,0.0699462,2221
20,0.66,0.072634,1803
21,0.693,0.0761299,1409
22,0.726,0.0776708,1029
23,0.759,0.0796368,666
24,0.792,0.0832204,327
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
