Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0268155,39031
2,0.066,0.0505726,33953
3,0.099,0.0718599,28875
4,0.132,0.0921359,24722
5,0.165,0.111321,21219
6,0.198,0.129708,18218
7,0.231,0.147824,15677
8,0.264,0.165395,13475
9,0.297,0.182069,11566
10,0.33,0.197987,9899
11,0.363,0.212427,8458
12,0.396,0.226874,7205
13,0.429,0.240652,6092
14,0.462,0.25434,5134
15,0.495,0.267891,4302
16,0.528,0.283375,3587
17,0.561,0.300603,2965
18,0.594,0.31423,2418
19,0.627,0.327467,1935
20,0.66,0.343928,1509
21,0.693,0.358289,1132
22,0.726,0.369389,789
23,0.759,0.387242,484
24,0.792,0.409134,223
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
