Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0221425,28772
2,0.066,0.0443663,25238
3,0.099,0.0652145,21704
4,0.132,0.0853901,18772
5,0.165,0.10442,16294
6,0.198,0.122178,14136
7,0.231,0.139877,12244
8,0.264,0.157731,10620
9,0.297,0.175348,9176
10,0.33,0.191272,7914
11,0.363,0.206476,6805
12,0.396,0.221435,5831
13,0.429,0.237006,4981
14,0.462,0.251484,4224
15,0.495,0.265681,3565
16,0.528,0.283033,2976
17,0.561,0.2986,2454
18,0.594,0.316557,2000
19,0.627,0.33843,1593
20,0.66,0.358357,1234
21,0.693,0.373815,915
22,0.726,0.391605,637
23,0.759,0.399932,391
24,0.792,0.409985,179
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
